S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
649,, Janakpuri Block A3,4000,95000000,35185,Poss. by Dec '23,1 out of 4,Resale,North - West,"Garden/Park, Main Road",Leasehold,,Delhi,6,77.091891,28.624912,71,23,3296,3240,4381,124,21,125,1.065333087,1.370965729,0.584239988
661,Real Estate, Mahindra Luminare,3625,68500000,18897,Ready to Move,16 out of 32,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,4,77.105233,28.433819,59,60,743,506,515,29,28,40,4.593655215,11.32196664,3.919650398
663,Urban Flat, Cleo County,1150,26000000,12560,Ready to Move,5 out of 28,Resale,East,Garden/Park,Freehold,1 Covered,Noida,3,77.052679,28.382826,59,60,743,506,515,29,128,28,8.778100415,18.61630051,11.58545627
664,, New Friends Colony Floors,615,75000000,16667,Ready to Move,1 out of 5,New Property,South,"Pool, Garden/Park",Freehold,1 Covered,Delhi,4,77.276608,28.56537,201,70,527,467,258,10,11,85,0.652224468,0.489941194,0.637091305
665,, Neb Sarai,1295,2700000,4154,Ready to Move,16 out of 18,Resale,East,Main Road,Freehold,1 Covered,Delhi,2,77.205743,28.497166,175,20,5769,168,598,12,20,16,3.151287442,3.463473362,0.567660609
666,, Ghaziabad,1437,5600000,4480,Ready to Move,12 out of 18,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,77.432251,28.686014,187,6,2589,2774,2775,129,94,100,2.519246138,12.26285571,11.35848155
667,, Jaipuria Sunrise Greens,725,5500000,4799,Ready to Move,11 out of 24,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,76.80826,30.637685,58,176,5401,5402,3774,103,99,102,206.5261136,202.100224,198.517934
668,, Saviour Greenisle,688.8896,4400000,3520,Ready to Move,13 out of 13,Resale,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Ghaziabad,2,78.463187,17.416714,96,162,741,742,511,4,5,29,117.8797723,1239.157665,1230.114494
669,, Panchsheel Primrose,802,2800000,3415,Ready to Move,10 out of 29,Resale,North,"Garden/Park, Main Road",Freehold,2 Open,Ghaziabad,2,77.261936,16.757454,96,162,741,742,167,4,5,29,132.4846936,1304.937091,1295.657455
671,, Vandana Apartment,3410,7200000,8000,Ready to Move,3 out of 4,Resale,North - East,"Garden/Park, Main Road",Leasehold,2 Open,Ghaziabad,3,72.992158,19.148542,96,202,2126,1863,1881,128,29,28,521.6482097,1136.842622,1125.597295
672,, Rana Pratap Bagh,900,15000000,10000,Ready to Move,4 out of 22,Resale,East,Garden/Park,Freehold,1 Covered,Delhi,3,77.192917,28.688935,113,52,3859,3945,4063,44,73,27,1.534065474,1.592388153,0.344692338
673,, Paramount Mapple,86,4500000,4018,Ready to Move,1 out of 3,Resale,North,Main Road,Freehold,1 Covered,Ghaziabad,2,76.441144,10.874852,96,162,167,741,742,4,5,29,791.3654168,1959.936683,1950.346534
691,Lucky Homes, Mahavir Enclave,750,6000000,7407,Ready to Move,3 out of 4,New Property,North - East,Garden/Park,Freehold,"1 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
692,New Vastu Property, Chorosia Estate,1100,8000000,3265,Ready to Move,2 out of 4,Resale,North,Garden/Park,Freehold,"2 Covered,",Noida,4,77.078528,9.712091,96,162,741,742,167,4,5,29,912.5415047,2087.052828,2077.718429
693,Reias India Real Estate Pvt. Ltd., Chorosia Estate,1220,7000000,4335,Ready to Move,Ground out of 4,Resale,South - East,"Garden/Park, Pool, Main Road",Freehold,3 Open,Noida,2,77.078528,9.712091,96,162,741,742,167,4,5,29,912.5415047,2087.052828,2077.718429
695,, Stellar Sigma,2138,26500000,4732,Ready to Move,2 out of 8,Resale,North - East,Main Road,Freehold,2 Covered,Noida,5,77.559185,28.449541,127,13,5558,5516,5604,1,118,24,28.00033642,32.06649551,25.2381281
696,, Paschim Vihar,1000,25000000,13889,Ready to Move,3 out of 3,New Property,North - East,Main Road,Freehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
697,, Kanungo Apartments,1760,26500000,18929,Ready to Move,17 out of 23,Resale,North - West,Main Road,Leasehold,1 Covered,Delhi,3,77.306985,28.631322,65,103,1192,5493,1697,7,84,30,0.446670431,0.31040832,0.365422874
698,, Sector 56,1350,5000000,8333,Ready to Move,2 out of 5,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,1,77.0985157,28.4253232,59,60,743,506,515,29,28,128,4.743230386,12.5196863,4.884448526
699,, Saya Zion,500,8500000,6000,Ready to Move,2 out of 4,Resale,North - East,Main Road,Freehold,"1 Covered,",Noida,2,77.095544,28.453571,59,60,831,5547,818,29,28,128,2.619988051,10.29019363,3.270279236
700,, Rohini Sector 35,927,1800000,16593,Ready to Move,3 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,1,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.987647014,1.596403412,0.437608867
701,, Vasant Kunj Sector C,790,22400000,4667,Ready to Move,4 out of 4,Resale,East,Garden/Park,Freehold,2 Covered,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
702,, Sewak Park,1750,2520000,8000,Ready to Move,1 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
704,, Kailash hills,1300,45000000,4473,Ready to Move,2 out of 3,New Property,North - East,,Freehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
721,Original Vastu Properties & Interiors, M3M Capital,1050,18000000,10811,Poss. by Mar '25,11 out of 36,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927,16.48731819,9.864130395
723,LALIT VERMA, UPSIDC Site C Block E,450,2600000,4094,Ready to Move,14 out of 14,Resale,North - East,Garden/Park,Freehold,1 Open,Noida,1,77.100088,28.465299,53,197,831,5547,818,29,28,128,1.871877859,8.927521463,2.270993662
724,Rohit Tanwar, M3M Skywalk,955,19500000,13500,Ready to Move,18 out of 33,New Property,East,Main Road,Freehold,"1 Covered,",Gurgaon,2,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927,16.48731819,9.864130395
725,, Bhagwati Garden Extension,300,3500000,4444,Ready to Move,2 out of 4,Resale,South - East,"Garden/Park, Main Road",Leasehold,1 Open,Delhi,2,77.030011,28.625097,32,193,4325,4409,4761,64,68,122,0.737715889,0.691769833,0.54423437
727,, Vijayant Enclave,1890,36000000,5500,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,2 Covered,Noida,3,77.041829,28.46695,60,59,2217,2205,1750,128,28,89,3.447910051,9.373820071,5.957989228
728,, Urbtech Xaviers,1440,22000000,4110,Ready to Move,1 out of 4,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Noida,5,77.409173,28.493206,10,15,5558,5516,413,1,118,10,11.42723729,14.91631794,7.901252868
729,, Ghaziabad,1500,1500000,5000,Ready to Move,1 out of 1,Resale,North - East,Garden/Park,Freehold,"1 Covered,",Ghaziabad,1,77.432251,28.686014,187,6,2589,2774,2775,129,94,100,2.519246138,12.26285571,11.35848155
731,, Jama Masjid,3150,5000000,6995,Ready to Move,16 out of 19,Resale,West,"Garden/Park, Pool",Freehold,1 Covered,Delhi,2,77.237676,28.65001,69,19,3423,3365,3421,110,3,27,2.52E-05,1.04985515,0.257966388
732,, Geeta Colony,3229.17,1400000,2903,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,1,77.0187776,28.4672329,60,59,2217,2071,2070,128,109,89,5.981345073,10.03357611,6.671568274
733,, DLF New Town Heights 1,1450,13500000,4444,Ready to Move,5 out of 15,Resale,North - West,"Garden/Park, Main Road",Freehold,2 Open,Gurgaon,3,76.93047483,28.4054432,202,59,2126,2160,1881,128,109,74,9.158027158,21.14193113,12.44504373
751,Yug Realtech, Faridabad,647,9500000,6169,Ready to Move,1 out of 3,Resale,East,"Pool, Garden/Park",Leasehold,2 Covered,Faridabad,3,77.1569164,28.4154331,5,46,743,459,457,29,28,34,8.031176735,11.53068204,3.029806283
752,, Galaxy North Avenue 2,1650,4610000,4984,Ready to Move,16 out of 20,Resale,East,"Garden/Park, Pool, Main Road",Power Of Attorney,"1 Covered,",Noida,2,77.048917,28.462787,59,60,2217,2205,831,128,28,29,2.662737475,9.755656344,6.35178067
753,, Ramprasta AWHO,899,14000000,6512,Ready to Move,1 out of 14,Resale,North,"Garden/Park, Main Road",Freehold,1 Open,Gurgaon,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
754,, Om Vihar,900,5000000,6944,Ready to Move,1 out of 4,Resale,South -West,Garden/Park,Freehold,1 Covered,Gurgaon,2,77.0482028,28.5106747,182,40,2217,2205,1750,128,89,109,4.212297778,4.469098304,1.054156124
755,, Krishna Nagar New Delhi,1600,18500000,26696,Ready to Move,9 out of 14,Resale,North - East,Main Road,Freehold,1 Covered,Delhi,5,78.027009,15.815253,96,162,741,742,511,4,5,29,240.1835423,1412.19036,1403.02887
756,, Apna Ghar,1800,14500000,17901,Ready to Move,3 out of 3,Resale,East,"Garden/Park, Main Road",Co-operative Society,"1 Covered,",Delhi,2,72.815847,19.176724,96,202,2126,1863,1881,128,29,109,541.3603916,1141.893758,1130.396247
757,, Tech Chand Nagar,1088,3100000,3875,Ready to Move,7 out of 13,Resale,South - East,Main Road,Freehold,1 Covered,Gurgaon,2,77.331206,28.663106,29,89,1240,1417,1156,94,129,100,1.785366527,1.544846206,1.290761876
758,, Rohini Sector 18,668,31500000,14318,Ready to Move,Ground out of 4,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Delhi,4,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.987647014,1.596403412,0.437608867
759,, Sector 113,2200,3080000,3426,Ready to Move,17 out of 42,Resale,East,"Garden/Park, Main Road",Freehold,2 Covered,Noida,2,77.0250282,28.5286649,182,40,1898,1897,2134,128,109,18,2.023288237,4.017713097,1.373906002
760,, DDA Devdoot Apartment,1200,14000000,14000,Ready to Move,4 out of 4,Resale,East,Main Road,Freehold,,Delhi,2,77.101511,28.752108,170,176,3985,3794,3609,9,80,42,3.531025787,4.083164127,0.891923404
763,, Sector 1 Greater Noida,900,9600000,5333,Ready to Move,13 out of 18,New Property,North - East,"Garden/Park, Pool",Co-operative Society,,Noida,4,77.3261,28.5708,15,143,1468,1478,1481,24,118,53,1.192542576,3.76351209,2.781319804
764,, Dharampur,1215,17000000,7104,Ready to Move,3 out of 3,Resale,South - East,,Freehold,,Gurgaon,3,76.9787853,28.5126504,182,40,2071,2070,2160,109,128,74,6.982076562,8.582133999,1.271413383
781,Bansal Property, Molarband Block F,850,4000000,7273,Ready to Move,3 out of 4,Resale,North - East,Main Road,Power Of Attorney,1 Covered,Delhi,1,77.326009,28.494519,10,210,540,541,524,1,5,118,2.47925998,6.964309307,0.669224532
782,Dial Property Pvt. Ltd., Chander Vihar - Mandawali,717,3300000,3667,Ready to Move,2 out of 5,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Delhi,3,77.065494,28.652532,215,72,4489,4490,4486,93,79,125,0.990380912,2.186651242,0.573721408
785,, VVIP Homes,700,6700000,5630,Ready to Move,8 out of 19,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,1 Open,Noida,2,77.093113,28.459191,59,197,831,5547,818,29,28,128,2.270667501,9.919413779,3.216597772
786,, Rajendra Nagar Sector 3,1000,3200000,4000,Ready to Move,1 out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
789,, Laxman Vihar Industrial Area,1600,4300000,5496,Ready to Move,1 out of 5,Resale,North,Main Road,Freehold,1 Covered,Gurgaon,2,77.283379,28.540667,75,55,655,584,375,1,118,11,0.251718078,0.009368301,0.382306464
790,, BPTP Pride,750,9200000,4057,Ready to Move,2 out of 5,Resale,West,Garden/Park,Freehold,1 Open,Faridabad,3,77.07001,28.423952,59,60,743,831,506,29,28,128,3.939363167,14.1646197,7.544259682
791,, Ranaji Enclave,1750,2150000,2793,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,,Delhi,2,77.016109,28.617409,122,32,2040,2047,1857,64,120,68,0.629652115,1.316620122,0.518895759
792,, Ranaji Enclave,450,3500000,17500,Ready to Move,2 out of 9,Resale,East,"Garden/Park, Main Road",Leasehold,,Delhi,3,77.016109,28.617409,122,32,2040,2047,1857,64,120,68,0.629652115,1.316620122,0.518895759
811,Symbiosis Infra Pvt Ltd, The Close South,925,18000000,7258,Ready to Move,14 out of 14,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Gurgaon,3,77.0691794,28.4120631,59,60,743,506,515,29,28,128,5.262235812,15.46418442,8.450612883
812,Landmount Consultancy Services, Sector 1 Greater Noida West,2135,4400000,4284,Ready to Move,11 out of 14,Resale,South - East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Noida,2,77.3261,28.5708,15,143,1468,1478,1481,24,118,53,1.192542576,3.76351209,2.781319804
814,, Neeti Khand 1,1494,2600000,4333,Ready to Move,2 out of 5,Resale,North - East,"Garden/Park, Main Road",Power Of Attorney,2 Covered,Ghaziabad,1,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
816,, ATS Advantage,1154,37400000,12262,Ready to Move,Ground out of 3,Resale,East,Main Road,Freehold,"1 Covered,",Ghaziabad,4,77.365092,28.63917,89,101,1203,5504,1580,7,94,100,4.336137987,6.115900429,3.505030188
818,, Vaishali Sector 4,1564,2800000,5091,Ready to Move,3 out of 4,Resale,East,,Freehold,,Ghaziabad,1,77.338146,28.643401,89,4,1705,1712,1689,7,100,107,1.546396324,3.403600593,2.049278011
819,, Paschim Vihar,2100,8500000,9444,Ready to Move,8 out of 15,Resale,North - West,,,,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
820,, Noida Extension,1106,5500000,4583,Ready to Move,6 out of 10,Resale,,,,,Noida,3,77.350807,28.536983,143,15,5574,774,254,118,1,10,3.502673065,7.017307973,2.436174477
822,, The Close South,890,45000000,9677,Ready to Move,3 out of 3,Resale,,,,,Gurgaon,4,77.0691794,28.4120631,59,60,743,506,515,29,28,128,5.262235812,15.46418442,8.450612883
823,, Orchid Island,900,13000000,8125,Ready to Move,3 out of 20,Resale,,,,,Gurgaon,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
841,AIANA FLOORS, Friends Colony New Delhi,9000,700000000,65728,Ready to Move,5 out of 14,Resale,North - East,"Garden/Park, Main Road",Power Of Attorney,"1 Covered,",Delhi,8,77.252418,28.548705,129,128,192,757,211,127,70,119,0.085278528,1.176828693,0.30446693
842,Ankit Singh, Diya Green City,1150,3000000,3243,Ready to Move,2 out of 3,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,-115.197106,36.292812,58,176,4065,5401,5402,103,99,80,21337.17199,21348.55715,21335.56689
843,Realty Check Advisory, Vaishali,1400,6000000,4799,Ready to Move,3 out of 3,New Property,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,3,77.338146,28.643401,89,4,1705,1712,1689,7,100,107,1.546396324,3.403600593,2.049278011
848,, Panchsheel Wellington,7400,7500000,4412,Ready to Move,1 out of 4,New Property,East,"Garden/Park, Main Road",Leasehold,2 Covered,Ghaziabad,3,77.304179,19.17686,96,162,741,742,167,4,5,29,141.6219011,1036.402491,1027.131543
849,, Samaj Kalyan Apartments,1080,10500000,8400,Ready to Move,3 out of 4,Resale,North - East,Main Road,Leasehold,2 Covered,Delhi,3,89.312275,26.19772,187,6,5558,413,5516,24,129,94,1348.759575,1358.28173,1353.481073
850,, Luxury Floors,2900,74500000,9933,Ready to Move,3 out of 7,New Property,North,Garden/Park,Freehold,,Gurgaon,4,77.09332,28.445347,59,60,831,5547,743,29,28,128,2.770202102,11.1209553,4.032208204
851,, Ambience Mall,720,40000000,12415,Ready to Move,Ground out of 18,Resale,North - East,"Main Road, Garden/Park",Freehold,,Gurgaon,3,77.0972049,28.5042583,53,197,4251,4250,4271,28,29,128,2.531502565,6.036005994,1.774659526
853,, Trikuta Hills,1750,7800000,7222,Ready to Move,11 out of 16,Resale,East,,Freehold,,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
855,, Sector 41,7200,30000000,14896,Ready to Move,4 out of 4,Resale,,,,,Gurgaon,3,77.0646046,28.4569188,59,60,831,818,5547,128,28,29,0.933450057,10.45963977,6.318004684
871,New Defence Realtors, Sector-37,2100,1600000,2996,Ready to Move,Ground out of 2,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,2,76.999294,28.4342681,59,60,2071,2070,2160,128,109,89,8.605822223,14.25676414,9.571996112
872,Swastik Infrasolutions, Sector 31,770,16500000,6600,Ready to Move,1 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Faridabad,3,77.0497179,28.4540044,59,60,2217,831,818,128,28,29,2.614295034,10.72493047,7.325578524
873,, Mayur Vihar,1500,10000000,12903,Ready to Move,2 out of 4,Resale,West,Garden/Park,Freehold,"1 Covered,",Delhi,3,76.225979,10.54404,96,162,167,741,742,4,5,29,831.4934949,1997.829249,1988.163762
874,, Janakpuri,1850,11000000,14194,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,2,77.087322,28.621949,23,72,4705,4562,4579,124,21,111,0.727504689,0.855116925,0.367647768
875,, Ashok Puri,1215,6300000,4500,Ready to Move,3 out of 4,Resale,East,Main Road,Freehold,"1 Covered,",Gurgaon,2,77.012193,28.469923,60,59,2071,2217,2070,128,109,89,6.690767612,10.07311616,6.079958686
876,, Vasundhara,1400,10800000,6545,Ready to Move,2 out of 3,New Property,East,Garden/Park,Leasehold,1 Open,Ghaziabad,4,77.0790894,28.4606332,59,60,831,818,5547,28,128,29,0.728208708,10.36447494,4.65858171
877,, Noida,390,9500000,5429,Ready to Move,10 out of 14,Resale,East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,4,77.381182,28.534601,15,143,413,5558,5574,118,1,24,6.13333306,10.33348985,5.324722555
878,, Dream Homes,1600,2600000,3218,Ready to Move,4 out of 8,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Ghaziabad,2,78.387711,17.370031,96,162,741,742,511,4,5,29,113.288266,1243.426132,1234.363965
879,, Suvidha Apartment,990,14800000,8222,Ready to Move,2 out of 4,Resale,West,Main Road,Freehold,1 Open,Gurgaon,3,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.759135089,9.033171928,3.694487706
881,, Rajpur Khurd Extension,1175,2950000,4538,Poss. by Nov '23,2 out of 5,Resale,North - East,Garden/Park,Freehold,1 Covered,Delhi,2,77.186508,28.493861,20,46,5548,5546,521,29,34,12,1.915682017,3.994715426,0.577854795
883,, Arun Vihar,900,13500000,7500,Ready to Move,4 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Noida,3,77.340236,28.566791,15,143,5573,144,1202,24,118,1,0.729869738,4.91203909,3.857331256
884,, Dwarka Sector 23B,1200,2790000,7342,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,,Delhi,1,76.9687873,28.464282,202,59,2160,2236,1859,128,109,74,10.95980346,13.44824192,6.186162714
901,Manoj Kumar, Sector XU 1 Greater Noida,775.0008,9500000,12258,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Leasehold,1 Covered,Noida,1,77.094273,28.452878,59,60,831,5547,818,29,28,128,2.504377623,10.43905811,3.43031562
902,Sharma Associates, 3C Lotus Boulevard,1600,12500000,11033,Ready to Move,3 out of 4,Resale,North,Garden/Park,Freehold,1 Covered,Noida,2,77.369368,28.544073,15,143,5574,413,774,118,1,24,4.468337342,8.837828181,4.640661303
903,Sagar, Naraina Vihar,1100,28500000,15833,Ready to Move,2 out of 3,Resale,East,Main Road,Leasehold,1 Covered,Delhi,3,77.136444,28.624385,125,107,4239,4240,4241,123,37,55,0.540619669,2.686341114,0.626667121
904,, Delta 3 Block M Greater Noida,4000,32500000,6500,Ready to Move,8 out of 17,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Open,Noida,10,77.333337,28.544336,143,15,5574,5573,144,118,1,10,1.615934163,4.922928511,1.633837295
905,, Ajnara Homes,1356,7700000,5560,Ready to Move,7 out of 13,Resale,North - East,Garden/Park,Leasehold,1 Covered,Noida,3,79.526393,25.993753,162,177,5523,245,566,5,1,4,357.7733352,376.7025934,369.071099
907,, Krishna Nagar,1100,28000000,6619,Ready to Move,1 out of 2,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,8,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
909,, Jaypee Kosmos,2900,8000000,5900,Ready to Move,3 out of 3,Resale,East,"Pool, Garden/Park, Main Road",Freehold,2 Covered,Noida,3,77.175588,28.642483,165,153,3495,3191,3537,6,46,2,0.298326827,0.601966132,0.561960815
910,, Chandni Chowk,1500,10000000,10000,Ready to Move,10 out of 14,Resale,North - East,Main Road,Leasehold,,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
